"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"31.05.2021","10.100,0","10.200,0","10.200,0","10.100,0","23,15K","-1,66%"
"28.05.2021","10.270,0","9.775,0","10.270,0","9.500,0","534,35K","14,11%"
"27.05.2021","9.000,0","10.190,0","10.200,0","9.000,0","1,00M","-9,18%"
"26.05.2021","9.910,0","9.950,0","10.000,0","9.795,0","181,57K","-0,05%"
"25.05.2021","9.915,0","10.380,0","10.380,0","9.900,0","188,75K","-4,48%"
"24.05.2021","10.380,0","10.500,0","10.500,0","10.380,0","46,52K","-3,71%"
"21.05.2021","10.780,0","11.000,0","11.010,0","10.720,0","337,56K","-1,82%"
"20.05.2021","10.980,0","10.500,0","10.980,0","10.000,0","452,07K","2,62%"
"19.05.2021","10.700,0","10.850,0","10.900,0","10.660,0","52,75K","-2,73%"
"18.05.2021","11.000,0","11.200,0","11.220,0","11.000,0","57,02K","-2,48%"
"14.05.2021","11.280,0","11.360,0","11.360,0","11.200,0","89,23K","2,08%"
"13.05.2021","11.050,0","11.110,0","11.130,0","11.050,0","56,39K","-0,99%"
"12.05.2021","11.160,0","11.260,0","11.330,0","11.050,0","239,45K","-2,11%"
"11.05.2021","11.400,0","11.400,0","11.800,0","11.360,0","259,45K","-3,39%"
"10.05.2021","11.800,0","11.480,0","11.800,0","11.380,0","304,14K","4,42%"
"07.05.2021","11.300,0","10.880,0","11.300,0","10.880,0","184,62K","6,60%"
"06.05.2021","10.600,0","10.400,0","10.800,0","10.120,0","242,99K","4,02%"
"05.05.2021","10.190,0","10.300,0","10.300,0","10.140,0","89,72K","1,70%"
"04.05.2021","10.020,0","10.000,0","10.200,0","9.700,0","199,62K","0,91%"
"03.05.2021","9.930,0","10.500,0","10.690,0","9.900,0","164,95K","-6,23%"
"30.04.2021","10.590,0","10.810,0","10.970,0","10.500,0","190,87K","-2,04%"
"29.04.2021","10.810,0","11.190,0","11.190,0","10.810,0","66,39K","-2,08%"
"28.04.2021","11.040,0","11.000,0","11.090,0","10.750,0","483,63K","1,28%"
"27.04.2021","10.900,0","11.000,0","11.150,0","10.900,0","209,02K","-0,91%"
"26.04.2021","11.000,0","11.000,0","11.330,0","11.000,0","223,59K","-2,48%"
"23.04.2021","11.280,0","11.340,0","11.340,0","11.280,0","16,29K","-0,62%"
"22.04.2021","11.350,0","11.360,0","11.400,0","11.310,0","175,10K","-0,44%"
"21.04.2021","11.400,0","11.430,0","11.480,0","11.300,0","16,36K","-0,26%"
"20.04.2021","11.430,0","11.400,0","11.500,0","11.300,0","558,33K","0,62%"
"19.04.2021","11.360,0","11.520,0","11.520,0","11.300,0","208,51K","-1,39%"
"16.04.2021","11.520,0","11.550,0","11.550,0","11.430,0","71,15K","1,05%"
"15.04.2021","11.400,0","11.500,0","11.500,0","11.400,0","50,00K","-0,87%"
"14.04.2021","11.500,0","11.520,0","11.640,0","11.400,0","122,36K","0,00%"
"13.04.2021","11.500,0","11.940,0","11.940,0","11.470,0","109,13K","-0,61%"
"12.04.2021","11.570,0","11.700,0","11.700,0","11.520,0","81,97K","-1,11%"
"09.04.2021","11.700,0","11.690,0","12.040,0","11.690,0","52,40K","-1,52%"
"08.04.2021","11.880,0","12.000,0","12.000,0","11.850,0","59,53K","-1,00%"
"07.04.2021","12.000,0","12.080,0","12.190,0","11.940,0","162,04K","-0,08%"
"06.04.2021","12.010,0","11.700,0","12.090,0","11.700,0","168,31K","1,95%"
"05.04.2021","11.780,0","11.890,0","11.890,0","11.510,0","125,62K","0,00%"
"31.03.2021","11.780,0","11.650,0","11.980,0","11.610,0","146,81K","-0,59%"
"30.03.2021","11.850,0","11.520,0","11.860,0","11.400,0","133,53K","2,24%"
"29.03.2021","11.590,0","11.450,0","11.590,0","11.450,0","36,02K","0,17%"
"26.03.2021","11.570,0","11.780,0","11.790,0","11.310,0","90,85K","-0,26%"
"25.03.2021","11.600,0","11.520,0","11.770,0","11.490,0","89,37K","-0,43%"
"24.03.2021","11.650,0","11.570,0","11.650,0","11.470,0","520,99K","1,39%"
"23.03.2021","11.490,0","11.350,0","11.900,0","11.350,0","120,93K","0,79%"
"19.03.2021","11.400,0","11.900,0","11.900,0","11.400,0","1,61M","-4,20%"
"18.03.2021","11.900,0","12.600,0","12.600,0","11.900,0","92,10K","-2,78%"
"17.03.2021","12.240,0","12.360,0","12.360,0","12.200,0","61,43K","-1,29%"
"16.03.2021","12.400,0","12.380,0","12.760,0","12.250,0","96,30K","-0,80%"
"15.03.2021","12.500,0","12.820,0","12.820,0","12.480,0","50,66K","-2,65%"
"12.03.2021","12.840,0","12.710,0","12.980,0","12.700,0","29,35K","-0,77%"
"11.03.2021","12.940,0","12.780,0","12.940,0","12.700,0","19,28K","1,25%"
"10.03.2021","12.780,0","12.450,0","12.780,0","12.450,0","46,78K","1,59%"
"09.03.2021","12.580,0","12.430,0","12.580,0","12.310,0","273,33K","1,21%"
"08.03.2021","12.430,0","12.210,0","12.450,0","12.200,0","56,01K","0,24%"
"05.03.2021","12.400,0","12.500,0","12.500,0","12.000,0","191,75K","-0,80%"
"04.03.2021","12.500,0","12.790,0","12.790,0","12.450,0","43,20K","-2,27%"
"03.03.2021","12.790,0","12.760,0","12.880,0","12.700,0","201,53K","-1,62%"
"02.03.2021","13.000,0","12.870,0","13.000,0","12.700,0","93,94K","-0,46%"
"01.03.2021","13.060,0","12.900,0","13.130,0","12.900,0","69,35K","-1,80%"
"26.02.2021","13.300,0","12.800,0","13.300,0","12.500,0","128,20K","4,07%"
"25.02.2021","12.780,0","12.890,0","12.890,0","12.700,0","86,48K","-0,78%"
"24.02.2021","12.880,0","12.990,0","12.990,0","12.740,0","257,91K","0,78%"
"23.02.2021","12.780,0","12.700,0","12.800,0","12.600,0","186,54K","-0,47%"
"22.02.2021","12.840,0","12.610,0","12.840,0","12.500,0","161,53K","1,58%"
"19.02.2021","12.640,0","13.080,0","13.100,0","12.640,0","134,77K","-1,48%"
"18.02.2021","12.830,0","13.000,0","13.090,0","12.820,0","104,31K","-1,53%"
"17.02.2021","13.030,0","13.200,0","13.200,0","13.000,0","82,88K","-0,61%"
"16.02.2021","13.110,0","13.220,0","13.220,0","13.000,0","307,80K","-0,30%"
"15.02.2021","13.150,0","13.340,0","13.350,0","13.150,0","33,29K","-0,98%"
"12.02.2021","13.280,0","13.100,0","13.300,0","13.010,0","109,65K","1,45%"
"11.02.2021","13.090,0","13.140,0","13.240,0","13.040,0","72,72K","-0,46%"
"10.02.2021","13.150,0","13.450,0","13.450,0","13.130,0","146,10K","-0,98%"
"09.02.2021","13.280,0","13.380,0","13.610,0","13.270,0","263,70K","-0,15%"
"08.02.2021","13.300,0","13.300,0","13.400,0","13.270,0","223,11K","0,68%"
"05.02.2021","13.210,0","13.370,0","13.400,0","13.210,0","59,43K","-0,23%"
"04.02.2021","13.240,0","13.350,0","13.350,0","13.200,0","118,25K","-1,34%"
"03.02.2021","13.420,0","13.500,0","13.670,0","13.380,0","188,64K","-1,03%"
"02.02.2021","13.560,0","13.250,0","13.560,0","13.200,0","268,05K","4,23%"
"01.02.2021","13.010,0","13.660,0","13.660,0","12.510,0","491,02K","-2,18%"
"29.01.2021","13.300,0","13.740,0","13.740,0","13.270,0","524,04K","-3,20%"
"28.01.2021","13.740,0","13.460,0","13.740,0","13.400,0","68,16K","1,25%"
"27.01.2021","13.570,0","13.380,0","13.780,0","13.360,0","202,77K","0,07%"
"26.01.2021","13.560,0","13.820,0","13.860,0","13.560,0","70,97K","-1,38%"
"25.01.2021","13.750,0","13.800,0","13.900,0","13.530,0","85,01K","-1,08%"
"22.01.2021","13.900,0","13.830,0","13.950,0","13.760,0","107,75K","0,51%"
"21.01.2021","13.830,0","13.950,0","13.980,0","13.700,0","131,25K","-0,50%"
"20.01.2021","13.900,0","13.960,0","13.960,0","13.840,0","129,73K","-0,43%"
"19.01.2021","13.960,0","14.000,0","14.000,0","13.840,0","46,56K","0,43%"
"18.01.2021","13.900,0","13.670,0","13.900,0","13.670,0","117,28K","-0,71%"
"15.01.2021","14.000,0","14.100,0","14.100,0","13.800,0","108,78K","0,00%"
"14.01.2021","14.000,0","13.610,0","14.000,0","13.600,0","156,94K","1,97%"
"13.01.2021","13.730,0","13.920,0","14.000,0","13.730,0","187,80K","-1,36%"
"12.01.2021","13.920,0","13.870,0","13.950,0","13.830,0","130,89K","0,87%"
"08.01.2021","13.800,0","13.740,0","13.800,0","13.430,0","115,94K","2,76%"
"07.01.2021","13.430,0","14.120,0","14.250,0","13.410,0","313,10K","-4,82%"
"06.01.2021","14.110,0","13.900,0","14.220,0","13.900,0","124,02K","1,51%"
"05.01.2021","13.900,0","13.600,0","13.990,0","13.600,0","99,42K","-0,64%"
"04.01.2021","13.990,0","13.930,0","13.990,0","13.600,0","55,41K","0,65%"
"30.12.2020","13.900,0","14.500,0","14.500,0","13.900,0","185,65K","-4,14%"
"29.12.2020","14.500,0","14.350,0","14.500,0","14.280,0","146,21K","2,98%"
"28.12.2020","14.080,0","13.600,0","14.080,0","13.600,0","143,80K","2,18%"
"23.12.2020","13.780,0","13.450,0","13.900,0","13.450,0","85,58K","2,53%"
"22.12.2020","13.440,0","13.500,0","13.640,0","13.440,0","74,87K","1,20%"
"21.12.2020","13.280,0","14.020,0","14.020,0","12.900,0","245,73K","-5,35%"
"18.12.2020","14.030,0","13.920,0","14.350,0","13.920,0","286,13K","-2,50%"
"17.12.2020","14.390,0","14.100,0","14.390,0","14.100,0","351,09K","2,42%"
"16.12.2020","14.050,0","13.700,0","14.090,0","13.700,0","703,08K","2,48%"
"15.12.2020","13.710,0","13.100,0","13.860,0","13.000,0","308,16K","-0,22%"
"14.12.2020","13.740,0","13.420,0","13.740,0","13.300,0","226,87K","3,31%"
"11.12.2020","13.300,0","12.750,0","13.300,0","12.680,0","183,32K","2,31%"
"10.12.2020","13.000,0","13.600,0","13.970,0","13.000,0","274,10K","-3,13%"
"09.12.2020","13.420,0","13.360,0","13.580,0","13.130,0","219,47K","1,67%"
"07.12.2020","13.200,0","12.800,0","13.770,0","12.800,0","407,45K","1,54%"
"04.12.2020","13.000,0","12.420,0","13.280,0","12.420,0","483,63K","4,84%"
"03.12.2020","12.400,0","12.080,0","12.400,0","12.080,0","249,09K","1,64%"
"02.12.2020","12.200,0","12.250,0","12.410,0","12.200,0","336,86K","-1,77%"
"01.12.2020","12.420,0","12.200,0","12.430,0","12.120,0","139,22K","3,50%"
"30.11.2020","12.000,0","12.080,0","12.080,0","11.900,0","283,87K","-0,50%"
"27.11.2020","12.060,0","12.320,0","12.320,0","12.060,0","109,37K","-1,95%"
"26.11.2020","12.300,0","12.300,0","12.300,0","12.120,0","13,34K","0,00%"
"25.11.2020","12.300,0","12.250,0","12.300,0","12.140,0","171,57K","0,08%"
"24.11.2020","12.290,0","12.100,0","12.300,0","12.100,0","514,22K","1,65%"
"23.11.2020","12.090,0","11.980,0","12.090,0","11.920,0","77,78K","1,60%"
"20.11.2020","11.900,0","11.800,0","11.900,0","11.780,0","244,60K","0,34%"
"19.11.2020","11.860,0","11.810,0","11.870,0","11.800,0","281,13K","-0,34%"
"18.11.2020","11.900,0","11.640,0","12.100,0","11.640,0","1,02M","0,85%"
"17.11.2020","11.800,0","11.470,0","11.800,0","11.200,0","136,51K","2,97%"
"13.11.2020","11.460,0","11.300,0","11.640,0","11.200,0","105,98K","-1,21%"
"12.11.2020","11.600,0","11.610,0","11.680,0","11.570,0","314,23K","-0,85%"
"11.11.2020","11.700,0","11.770,0","11.820,0","11.700,0","125,72K","0,78%"
"10.11.2020","11.610,0","11.800,0","11.800,0","11.570,0","77,39K","-1,61%"
"09.11.2020","11.800,0","11.400,0","12.120,0","11.400,0","259,89K","3,78%"
"06.11.2020","11.370,0","11.280,0","11.500,0","11.180,0","201,32K","1,16%"
"05.11.2020","11.240,0","11.030,0","11.240,0","11.030,0","110,28K","1,44%"
"04.11.2020","11.080,0","11.290,0","11.290,0","11.000,0","60,29K","2,40%"
"03.11.2020","10.820,0","10.600,0","11.200,0","10.600,0","85,15K","1,88%"
"30.10.2020","10.620,0","10.330,0","10.620,0","10.130,0","226,81K","4,02%"
"29.10.2020","10.210,0","9.800,0","10.300,0","9.505,0","130,77K","2,98%"
"28.10.2020","9.915,0","10.600,0","10.610,0","9.820,0","320,16K","-6,46%"
"27.10.2020","10.600,0","10.810,0","10.890,0","10.600,0","211,82K","-3,46%"
"26.10.2020","10.980,0","10.920,0","10.980,0","10.700,0","30,09K","0,55%"
"23.10.2020","10.920,0","10.910,0","10.920,0","10.910,0","3,73K","-0,64%"
"22.10.2020","10.990,0","10.880,0","10.990,0","10.880,0","19,62K","1,01%"
"21.10.2020","10.880,0","11.090,0","11.100,0","10.880,0","98,71K","-1,27%"
"20.10.2020","11.020,0","10.860,0","11.050,0","10.820,0","714,24K","1,94%"
"19.10.2020","10.810,0","11.040,0","11.090,0","10.810,0","147,64K","-1,28%"
"16.10.2020","10.950,0","10.860,0","10.950,0","10.770,0","101,53K","0,83%"
"15.10.2020","10.860,0","10.680,0","11.000,0","10.680,0","289,47K","-0,18%"
"14.10.2020","10.880,0","10.700,0","10.880,0","10.550,0","288,88K","1,49%"
"13.10.2020","10.720,0","11.140,0","11.140,0","10.720,0","105,74K","-4,29%"
"09.10.2020","11.200,0","11.210,0","11.210,0","11.100,0","98,84K","-0,09%"
"08.10.2020","11.210,0","11.330,0","11.330,0","11.180,0","47,70K","-0,09%"
"07.10.2020","11.220,0","11.410,0","11.410,0","11.090,0","249,05K","-1,58%"
"06.10.2020","11.400,0","11.520,0","11.540,0","11.290,0","74,84K","-1,38%"
"05.10.2020","11.560,0","11.560,0","11.660,0","11.440,0","74,72K","0,35%"
"02.10.2020","11.520,0","11.360,0","11.560,0","11.360,0","40,22K","-1,54%"
"01.10.2020","11.700,0","11.320,0","11.820,0","11.320,0","139,56K","0,86%"
"30.09.2020","11.600,0","11.200,0","11.600,0","11.180,0","265,16K","1,93%"
"29.09.2020","11.380,0","11.060,0","11.380,0","11.060,0","195,12K","1,07%"
"28.09.2020","11.260,0","11.360,0","11.500,0","11.200,0","104,19K","1,62%"
"25.09.2020","11.080,0","11.280,0","11.280,0","11.000,0","214,49K","-0,18%"
"24.09.2020","11.100,0","11.200,0","11.300,0","11.100,0","223,77K","-1,60%"
"23.09.2020","11.280,0","11.700,0","11.700,0","11.200,0","111,08K","-2,59%"
"22.09.2020","11.580,0","11.600,0","11.700,0","11.420,0","115,34K","0,70%"
"21.09.2020","11.500,0","11.640,0","11.640,0","11.440,0","109,68K","0,00%"
"18.09.2020","11.500,0","11.860,0","11.880,0","11.500,0","2,19M","-1,54%"
"17.09.2020","11.680,0","11.600,0","11.800,0","11.600,0","113,46K","0,17%"
"16.09.2020","11.660,0","11.660,0","11.820,0","11.600,0","433,79K","0,00%"
"15.09.2020","11.660,0","11.900,0","11.900,0","11.660,0","442,92K","-1,69%"
"14.09.2020","11.860,0","12.360,0","12.360,0","11.860,0","111,71K","-2,79%"
"11.09.2020","12.200,0","12.320,0","12.360,0","12.060,0","241,51K","-1,61%"
"10.09.2020","12.400,0","12.660,0","12.800,0","12.320,0","625,90K","-1,90%"
"09.09.2020","12.640,0","12.260,0","12.640,0","12.260,0","124,55K","3,44%"
"08.09.2020","12.220,0","12.200,0","12.300,0","12.080,0","94,42K","0,16%"
"07.09.2020","12.200,0","12.300,0","12.340,0","12.080,0","200,39K","-0,81%"
"04.09.2020","12.300,0","12.300,0","12.400,0","12.080,0","197,88K","0,99%"
"03.09.2020","12.180,0","12.420,0","12.660,0","12.000,0","384,81K","-1,77%"
"02.09.2020","12.400,0","12.520,0","12.800,0","12.080,0","558,35K","0,00%"
"01.09.2020","12.400,0","11.960,0","12.540,0","11.960,0","516,02K","4,03%"
"31.08.2020","11.920,0","11.820,0","11.980,0","11.720,0","136,11K","1,19%"
"28.08.2020","11.780,0","11.980,0","12.480,0","11.780,0","406,83K","-1,01%"
"27.08.2020","11.900,0","11.700,0","11.980,0","11.660,0","306,82K","0,68%"
"26.08.2020","11.820,0","11.940,0","12.100,0","11.820,0","534,12K","-0,34%"
"25.08.2020","11.860,0","11.360,0","11.880,0","11.360,0","342,39K","4,77%"
"24.08.2020","11.320,0","10.900,0","11.400,0","10.900,0","159,17K","3,10%"
"21.08.2020","10.980,0","10.840,0","11.060,0","10.840,0","579,98K","2,23%"
"20.08.2020","10.740,0","10.660,0","10.780,0","10.400,0","325,97K","0,75%"
"19.08.2020","10.660,0","10.520,0","10.720,0","10.520,0","207,39K","1,33%"
"18.08.2020","10.520,0","10.300,0","10.600,0","10.300,0","117,73K","2,53%"
"14.08.2020","10.260,0","10.400,0","10.400,0","10.240,0","56,51K","-1,35%"
"13.08.2020","10.400,0","10.260,0","10.400,0","10.260,0","116,75K","0,78%"
"12.08.2020","10.320,0","10.260,0","10.320,0","10.260,0","43,19K","0,39%"
"11.08.2020","10.280,0","10.240,0","10.480,0","10.220,0","93,28K","-0,19%"
"10.08.2020","10.300,0","10.420,0","10.420,0","10.280,0","42,03K","-0,58%"
"06.08.2020","10.360,0","10.360,0","10.500,0","10.360,0","112,83K","0,00%"
"05.08.2020","10.360,0","10.260,0","10.360,0","10.200,0","195,89K","1,57%"
"04.08.2020","10.200,0","10.400,0","10.400,0","10.200,0","80,07K","-1,54%"
"03.08.2020","10.360,0","10.380,0","10.460,0","10.300,0","295,41K","1,57%"
"31.07.2020","10.200,0","10.320,0","10.320,0","10.200,0","2,04M","-1,54%"
"30.07.2020","10.360,0","10.500,0","10.600,0","10.360,0","288,34K","-1,33%"
"29.07.2020","10.500,0","10.580,0","10.600,0","10.500,0","83,54K","-0,76%"
"28.07.2020","10.580,0","10.880,0","10.920,0","10.540,0","176,87K","-2,04%"
"27.07.2020","10.800,0","10.520,0","11.100,0","10.400,0","163,46K","-2,00%"
"24.07.2020","11.020,0","11.080,0","11.300,0","11.000,0","345,10K","-0,54%"
"23.07.2020","11.080,0","10.700,0","11.200,0","10.700,0","429,55K","2,97%"
"22.07.2020","10.760,0","10.800,0","10.800,0","10.640,0","261,45K","0,75%"
"21.07.2020","10.680,0","10.380,0","10.700,0","10.280,0","548,03K","3,89%"
"17.07.2020","10.280,0","10.300,0","10.360,0","10.220,0","104,53K","-0,39%"
"16.07.2020","10.320,0","10.060,0","10.320,0","10.060,0","154,61K","0,19%"
"15.07.2020","10.300,0","10.260,0","10.340,0","10.080,0","421,13K","0,59%"
"14.07.2020","10.240,0","10.300,0","10.360,0","10.200,0","215,67K","-1,54%"
"13.07.2020","10.400,0","10.280,0","10.400,0","10.260,0","149,20K","1,17%"
"10.07.2020","10.280,0","10.340,0","10.400,0","10.240,0","211,98K","-0,58%"
"09.07.2020","10.340,0","10.200,0","10.340,0","10.180,0","181,79K","0,39%"
"08.07.2020","10.300,0","10.300,0","10.360,0","10.240,0","190,86K","0,19%"
"07.07.2020","10.280,0","10.000,0","10.280,0","9.950,0","76,94K","1,38%"
"06.07.2020","10.140,0","9.880,0","10.140,0","9.800,0","228,71K","4,11%"
"03.07.2020","9.740,0","9.710,0","9.880,0","9.710,0","40,36K","-1,12%"
"02.07.2020","9.850,0","9.880,0","9.920,0","9.750,0","60,99K","1,03%"
"01.07.2020","9.750,0","9.990,0","9.990,0","9.700,0","153,90K","-1,52%"
"30.06.2020","9.900,0","10.060,0","10.100,0","9.900,0","46,02K","-0,60%"
"26.06.2020","9.960,0","9.960,0","10.100,0","9.940,0","145,87K","-0,30%"
"25.06.2020","9.990,0","9.900,0","10.100,0","9.900,0","205,79K","-1,09%"
"24.06.2020","10.100,0","10.200,0","10.200,0","9.800,0","151,32K","-0,79%"
"23.06.2020","10.180,0","10.000,0","10.600,0","10.000,0","764,10K","-6,26%"
"19.06.2020","10.860,0","9.950,0","10.860,0","9.750,0","4,41M","9,92%"
"18.06.2020","9.880,0","9.600,0","9.900,0","9.550,0","1,23M","0,82%"
"17.06.2020","9.800,0","9.600,0","9.950,0","9.580,0","822,89K","1,03%"
"16.06.2020","9.700,0","9.700,0","9.900,0","9.650,0","691,39K","1,68%"
"12.06.2020","9.540,0","9.340,0","9.640,0","9.300,0","593,31K","3,70%"
"11.06.2020","9.200,0","9.720,0","9.720,0","9.050,0","714,24K","-7,07%"
"10.06.2020","9.900,0","9.920,0","9.920,0","9.640,0","465,05K","1,02%"
"09.06.2020","9.800,0","10.080,0","10.080,0","9.550,0","1,36M","-3,16%"
"08.06.2020","10.120,0","9.830,0","10.380,0","9.830,0","1,03M","3,27%"
"05.06.2020","9.800,0","9.190,0","9.860,0","9.190,0","825,12K","6,99%"
"04.06.2020","9.160,0","9.060,0","9.160,0","8.800,0","1,14M","1,66%"
"03.06.2020","9.010,0","9.000,0","9.100,0","8.960,0","1,13M","0,56%"
"02.06.2020","8.960,0","9.000,0","9.150,0","8.900,0","485,59K","-0,44%"
"01.06.2020","9.000,0","8.700,0","9.070,0","8.700,0","2,34M","3,45%"
"29.05.2020","8.700,0","7.920,0","8.700,0","7.540,0","25,54M","9,99%"
"28.05.2020","7.910,0","8.210,0","8.300,0","7.910,0","1,22M","-2,59%"
"27.05.2020","8.120,0","8.290,0","8.300,0","8.120,0","381,61K","-1,69%"
"26.05.2020","8.260,0","8.300,0","8.330,0","8.120,0","302,09K","1,72%"
"22.05.2020","8.120,0","8.300,0","8.360,0","8.060,0","652,41K","-2,17%"
"21.05.2020","8.300,0","8.620,0","8.620,0","8.300,0","201,46K","-2,58%"
"20.05.2020","8.520,0","8.630,0","8.840,0","8.520,0","208,68K","-1,27%"
"19.05.2020","8.630,0","8.520,0","8.900,0","8.500,0","410,52K","0,35%"
"18.05.2020","8.600,0","8.800,0","8.800,0","8.440,0","476,91K","2,87%"
"15.05.2020","8.360,0","8.200,0","8.580,0","8.100,0","251,27K","1,33%"
"14.05.2020","8.250,0","8.120,0","8.250,0","7.900,0","392,57K","2,74%"
"13.05.2020","8.030,0","8.600,0","8.700,0","7.830,0","1,26M","-7,70%"
"12.05.2020","8.700,0","8.900,0","9.030,0","8.660,0","110,44K","-2,25%"
"11.05.2020","8.900,0","8.840,0","9.020,0","8.800,0","201,55K","0,23%"
"08.05.2020","8.880,0","9.200,0","9.380,0","8.880,0","266,99K","-1,33%"
"07.05.2020","9.000,0","9.250,0","9.270,0","9.000,0","316,27K","1,12%"
"06.05.2020","8.900,0","9.400,0","9.400,0","8.900,0","150,31K","-3,58%"
"05.05.2020","9.230,0","9.400,0","9.400,0","9.230,0","37,69K","-1,39%"
"04.05.2020","9.360,0","9.150,0","9.360,0","8.980,0","292,43K","1,52%"
"30.04.2020","9.220,0","9.400,0","9.400,0","9.220,0","187,80K","-1,39%"
"29.04.2020","9.350,0","9.400,0","9.400,0","9.250,0","393,45K","5,06%"
"28.04.2020","8.900,0","8.600,0","9.100,0","8.600,0","225,84K","3,49%"
"27.04.2020","8.600,0","9.120,0","9.120,0","8.600,0","434,54K","-5,60%"
"24.04.2020","9.110,0","9.580,0","9.690,0","9.110,0","326,09K","-4,91%"
"23.04.2020","9.580,0","9.910,0","10.100,0","9.530,0","455,68K","-3,33%"
"22.04.2020","9.910,0","11.500,0","11.500,0","9.800,0","781,24K","-5,62%"
"21.04.2020","10.500,0","11.000,0","11.100,0","10.500,0","223,13K","-6,08%"
"20.04.2020","11.180,0","11.180,0","11.300,0","11.140,0","144,11K","-1,06%"
"17.04.2020","11.300,0","11.480,0","11.600,0","11.280,0","167,54K","0,18%"
"16.04.2020","11.280,0","11.380,0","11.460,0","11.200,0","360,59K","-2,59%"
"15.04.2020","11.580,0","11.440,0","11.580,0","11.000,0","301,60K","0,70%"
"14.04.2020","11.500,0","11.760,0","11.960,0","11.380,0","477,30K","-0,17%"
"13.04.2020","11.520,0","11.460,0","11.820,0","11.320,0","269,96K","-0,52%"
"08.04.2020","11.580,0","11.200,0","11.780,0","11.100,0","124,02K","1,94%"
"07.04.2020","11.360,0","12.000,0","12.300,0","11.360,0","495,96K","-3,73%"
"06.04.2020","11.800,0","12.400,0","13.160,0","11.400,0","609,20K","-2,48%"
"03.04.2020","12.100,0","11.760,0","12.100,0","11.200,0","439,93K","2,89%"
"02.04.2020","11.760,0","10.800,0","11.760,0","10.160,0","311,21K","9,91%"
"01.04.2020","10.700,0","12.320,0","12.320,0","10.560,0","438,51K","-13,15%"
"31.03.2020","12.320,0","13.680,0","13.680,0","12.320,0","457,90K","-9,94%"
"30.03.2020","13.680,0","13.100,0","13.900,0","12.980,0","260,08K","0,29%"
"27.03.2020","13.640,0","13.480,0","13.640,0","12.100,0","774,44K","-2,15%"
"26.03.2020","13.940,0","11.400,0","13.940,0","11.400,0","643,30K","33,27%"
"25.03.2020","10.460,0","8.500,0","10.460,0","8.500,0","131,96K","30,75%"
"24.03.2020","8.000,0","7.100,0","8.050,0","7.100,0","393,26K","8,40%"
"20.03.2020","7.380,0","7.670,0","8.490,0","7.380,0","851,78K","5,28%"
"19.03.2020","7.010,0","7.440,0","8.000,0","7.000,0","192,51K","-5,65%"
"18.03.2020","7.430,0","9.100,0","9.100,0","7.200,0","246,15K","-20,11%"
"17.03.2020","9.300,0","9.000,0","9.440,0","8.900,0","649,03K","4,26%"
"16.03.2020","8.920,0","10.400,0","10.400,0","7.360,0","318,05K","-18,17%"
"12.03.2020","10.900,0","13.100,0","13.100,0","10.500,0","157,86K","-18,05%"
"11.03.2020","13.300,0","13.900,0","14.000,0","13.300,0","586,20K","-6,47%"
"10.03.2020","14.220,0","14.440,0","14.680,0","13.300,0","254,52K","3,04%"
"09.03.2020","13.800,0","15.740,0","15.740,0","13.800,0","321,06K","-12,55%"
"06.03.2020","15.780,0","16.100,0","16.160,0","15.760,0","205,66K","-2,11%"
"05.03.2020","16.120,0","15.740,0","16.700,0","15.740,0","360,69K","-1,35%"
"04.03.2020","16.340,0","15.980,0","16.340,0","15.980,0","102,11K","4,74%"
"03.03.2020","15.600,0","15.520,0","16.100,0","15.440,0","703,13K","1,43%"
"02.03.2020","15.380,0","15.300,0","15.680,0","15.300,0","558,22K","2,53%"
"28.02.2020","15.000,0","15.240,0","15.400,0","14.600,0","1,37M","-3,23%"
"27.02.2020","15.500,0","15.500,0","16.380,0","14.860,0","315,86K","-1,90%"
"26.02.2020","15.800,0","16.500,0","16.700,0","15.740,0","618,69K","-4,24%"
"25.02.2020","16.500,0","16.980,0","17.040,0","16.500,0","397,53K","-5,06%"
"24.02.2020","17.380,0","17.200,0","17.480,0","16.600,0","313,50K","0,70%"
"21.02.2020","17.260,0","17.480,0","17.480,0","17.260,0","118,99K","-1,37%"
"20.02.2020","17.500,0","17.780,0","17.780,0","17.500,0","147,87K","-1,57%"
"19.02.2020","17.780,0","17.500,0","17.780,0","17.360,0","236,14K","1,48%"
"18.02.2020","17.520,0","18.000,0","18.100,0","17.260,0","408,12K","-1,68%"
"17.02.2020","17.820,0","17.720,0","18.000,0","17.720,0","28,28K","-0,78%"
"14.02.2020","17.960,0","17.640,0","17.960,0","17.620,0","132,50K","1,01%"
"13.02.2020","17.780,0","17.760,0","17.900,0","17.640,0","119,07K","0,57%"
"12.02.2020","17.680,0","17.340,0","17.700,0","17.280,0","154,15K","1,96%"
"11.02.2020","17.340,0","17.200,0","17.440,0","17.100,0","145,91K","0,81%"
"10.02.2020","17.200,0","17.840,0","17.840,0","16.960,0","271,23K","-3,70%"
"07.02.2020","17.860,0","18.160,0","18.160,0","17.820,0","44,92K","-2,19%"
"06.02.2020","18.260,0","18.100,0","18.260,0","18.080,0","153,75K","-0,22%"
"05.02.2020","18.300,0","18.000,0","18.300,0","18.000,0","233,10K","1,78%"
"04.02.2020","17.980,0","17.900,0","18.100,0","17.700,0","269,72K","2,51%"
